emp_no,first_name,last_name,to_date,from_date,title
206966,Tzu,Sichman,9999-01-01,1987-11-17,Senior Engineer
207021,Jacqueline,Akaboshi,9999-01-01,1997-12-06,Engineer
207068,Zhiguo,Ariola,9999-01-01,1994-09-07,Senior Staff
207204,Kellie,Schrooten,9999-01-01,1991-01-17,Assistant Engineer
207204,Kellie,Schrooten,9999-01-01,1991-01-17,Engineer
207401,Shuji,Barbanera,9999-01-01,1987-08-10,Senior Staff
207401,Shuji,Barbanera,9999-01-01,1987-08-10,Staff
207551,Baziley,Falck,9999-01-01,1995-02-18,Assistant Engineer
207779,Chinya,Kamble,9999-01-01,1992-05-31,Senior Staff
207980,Remko,Vieth,9999-01-01,1990-11-22,Senior Staff
207980,Remko,Vieth,9999-01-01,1990-11-22,Staff
208147,Manu,Rothenberg,9999-01-01,1988-12-06,Engineer
208147,Manu,Rothenberg,9999-01-01,1988-12-06,Senior Engineer
208330,Shen,Flanders,9999-01-01,1989-07-03,Senior Staff
208330,Shen,Flanders,9999-01-01,1989-07-03,Staff
208639,Larisa,Lukaszewicz,9999-01-01,1989-10-10,Senior Staff
208639,Larisa,Lukaszewicz,9999-01-01,1989-10-10,Staff
208653,Phillip,Schade,9999-01-01,1989-03-03,Engineer
208653,Phillip,Schade,9999-01-01,1989-03-03,Senior Engineer
208784,Pranjal,Juneja,9999-01-01,1985-03-21,Senior Engineer
209101,Xinyu,Edelhoff,9999-01-01,1997-10-26,Senior Engineer
209443,Krassimir,Garnier,9999-01-01,1998-01-26,Senior Staff
209565,Dante,Covnot,9999-01-01,1989-05-28,Senior Staff
209565,Dante,Covnot,9999-01-01,1989-05-28,Staff
209712,Nimmagadda,Baak,9999-01-01,1987-10-30,Assistant Engineer
209712,Nimmagadda,Baak,9999-01-01,1987-10-30,Engineer
210017,Shalesh,Lovengreen,9999-01-01,1990-09-29,Senior Staff
210017,Shalesh,Lovengreen,9999-01-01,1990-09-29,Staff
210292,Lihong,Zeilberger,9999-01-01,1996-04-28,Staff
210449,Gino,Lagarias,9999-01-01,1997-06-22,Engineer
210752,Saniya,Stenning,9999-01-01,1986-12-10,Senior Staff
210752,Saniya,Stenning,9999-01-01,1986-12-10,Staff
210786,Werner,Ranze,9999-01-01,1998-06-05,Staff
211858,Domenico,Ratnaker,9999-01-01,1985-03-24,Engineer
211858,Domenico,Ratnaker,9999-01-01,1985-03-24,Senior Engineer
211879,Gao,Ranze,9999-01-01,1994-11-24,Engineer
211879,Gao,Ranze,9999-01-01,1994-11-24,Senior Engineer
211967,Anwar,Bain,9999-01-01,1989-01-22,Engineer
211967,Anwar,Bain,9999-01-01,1989-01-22,Senior Engineer
212093,Leni,Henders,9999-01-01,1993-11-19,Senior Staff
212093,Leni,Henders,9999-01-01,1993-11-19,Staff
212154,Sailaja,Holburn,9999-01-01,1991-03-04,Senior Staff
212154,Sailaja,Holburn,9999-01-01,1991-03-04,Staff
212361,Claudi,Stanfel,9999-01-01,1996-01-07,Engineer
212361,Claudi,Stanfel,9999-01-01,1996-01-07,Senior Engineer
213016,Yongmao,Fontan,9999-01-01,1993-07-26,Engineer
213016,Yongmao,Fontan,9999-01-01,1993-07-26,Senior Engineer
213140,Tru,Danecki,9999-01-01,1997-03-31,Staff
213384,Pranas,Narwekar,9999-01-01,1985-09-26,Engineer
213384,Pranas,Narwekar,9999-01-01,1985-09-26,Senior Engineer
213447,Armond,Perly,9999-01-01,1989-09-14,Engineer
213447,Armond,Perly,9999-01-01,1989-09-14,Senior Engineer
214215,Xiaoqiang,Cardazo,9999-01-01,1993-05-28,Senior Staff
214391,Rayond,Klassen,9999-01-01,1993-09-11,Senior Staff
214391,Rayond,Klassen,9999-01-01,1993-09-11,Staff
214427,Peer,Molberg,9999-01-01,1996-11-17,Engineer
214539,Ingmar,Kohling,9999-01-01,1995-04-25,Engineer
214634,Shirish,Vickson,9999-01-01,1989-10-24,Engineer
214634,Shirish,Vickson,9999-01-01,1989-10-24,Senior Engineer
214789,Arfst,Chepyzhov,9999-01-01,1989-02-06,Engineer
214789,Arfst,Chepyzhov,9999-01-01,1989-02-06,Senior Engineer
214866,Gopalakrishnan,Angel,9999-01-01,1997-07-05,Engineer
214866,Gopalakrishnan,Angel,9999-01-01,1997-07-05,Senior Engineer
214995,Dinkar,Hoppenstand,9999-01-01,1994-05-04,Engineer
215419,Flemming,Kroha,9999-01-01,1995-01-23,Staff
215629,Munehiro,Manders,9999-01-01,1987-05-18,Senior Staff
215629,Munehiro,Manders,9999-01-01,1987-05-18,Staff
215746,Sven,Speer,9999-01-01,1999-07-08,Staff
215843,Pramod,Loncour,9999-01-01,1987-03-31,Senior Staff
215843,Pramod,Loncour,9999-01-01,1987-03-31,Staff
216054,Sahrah,Angiulli,9999-01-01,1986-07-31,Senior Staff
216054,Sahrah,Angiulli,9999-01-01,1986-07-31,Staff
216342,Aiichiro,Cromarty,9999-01-01,1995-06-10,Engineer
216342,Aiichiro,Cromarty,9999-01-01,1995-06-10,Senior Engineer
216375,Byong,Gustavson,9999-01-01,1985-03-12,Senior Engineer
216502,Xiaocheng,Suermann,9999-01-01,1997-12-15,Engineer
216573,Ashish,Vidya,9999-01-01,1989-06-16,Engineer
216573,Ashish,Vidya,9999-01-01,1989-06-16,Senior Engineer
216921,Lena,Lenart,9999-01-01,1990-12-25,Senior Staff
216921,Lena,Lenart,9999-01-01,1990-12-25,Staff
217026,Otmar,Engberts,9999-01-01,1993-08-16,Senior Staff
217026,Otmar,Engberts,9999-01-01,1993-08-16,Staff
217080,Masami,Puoti,9999-01-01,2000-01-21,Senior Engineer
217272,Yuchang,Eldridge,9999-01-01,1986-08-01,Senior Staff
217272,Yuchang,Eldridge,9999-01-01,1986-08-01,Staff
217286,Yannik,Spelt,9999-01-01,1992-09-22,Technique Leader
217320,Abdelwaheb,Denis,9999-01-01,1993-09-10,Engineer
217363,Horward,Marzano,9999-01-01,1996-04-11,Staff
217387,Jianhao,Molenaar,9999-01-01,1987-10-22,Engineer
217387,Jianhao,Molenaar,9999-01-01,1987-10-22,Senior Engineer
217551,Panayotis,Lukaszewicz,9999-01-01,1989-06-06,Engineer
217551,Panayotis,Lukaszewicz,9999-01-01,1989-06-06,Senior Engineer
217800,Shay,Servieres,9999-01-01,1998-08-06,Senior Staff
218022,Mokhtar,Poupard,9999-01-01,1992-02-02,Technique Leader
218100,Jiong,Garnham,9999-01-01,1990-01-02,Senior Staff
218100,Jiong,Garnham,9999-01-01,1990-01-02,Staff
218831,Unal,DuBourdieux,9999-01-01,1996-03-13,Engineer
219035,Kristine,Bierman,9999-01-01,1988-05-13,Technique Leader
219047,Aemilian,Kusalik,9999-01-01,1987-05-27,Engineer
219047,Aemilian,Kusalik,9999-01-01,1987-05-27,Senior Engineer
219052,Marsal,Acton,9999-01-01,1995-08-02,Staff
219417,Subhrajyoti,Denna,9999-01-01,1996-07-25,Staff
219497,Moie,Zastre,9999-01-01,1991-10-11,Technique Leader
219967,Susanna,Reeken,9999-01-01,1998-03-16,Senior Staff
220029,Demos,Asser,9999-01-01,1985-11-04,Senior Engineer
220131,Reinhard,Slaats,9999-01-01,1994-06-08,Engineer
220131,Reinhard,Slaats,9999-01-01,1994-06-08,Senior Engineer
220418,Poorav,Laventhal,9999-01-01,1997-08-16,Staff
220528,Sibyl,Rabehasaina,9999-01-01,1998-02-23,Senior Staff
220582,Poornachandra,Zielinski,9999-01-01,1996-02-13,Senior Staff
220582,Poornachandra,Zielinski,9999-01-01,1996-02-13,Staff
220611,Yuping,Babb,9999-01-01,1995-01-31,Senior Staff
220611,Yuping,Babb,9999-01-01,1995-01-31,Staff
220625,Shigenori,Deville,9999-01-01,1992-12-24,Technique Leader
220699,Nahid,Gyimothy,9999-01-01,1995-08-18,Staff
220799,Perla,Orlowska,9999-01-01,1990-12-03,Senior Engineer
221126,Tesuya,dAstous,9999-01-01,1988-11-29,Engineer
221126,Tesuya,dAstous,9999-01-01,1988-11-29,Senior Engineer
221367,Saddek,Farris,9999-01-01,1990-11-06,Senior Staff
221369,Abdulah,Pocchiola,9999-01-01,1996-08-28,Engineer
221435,Djenana,Marrevee,9999-01-01,1994-02-06,Engineer
221435,Djenana,Marrevee,9999-01-01,1994-02-06,Senior Engineer
221973,Sangeeta,Kalefeld,9999-01-01,1990-06-06,Senior Staff
221973,Sangeeta,Kalefeld,9999-01-01,1990-06-06,Staff
222206,Stein,Uludag,9999-01-01,1988-01-30,Senior Staff
222206,Stein,Uludag,9999-01-01,1988-01-30,Staff
222311,Miyeon,Billingsley,9999-01-01,1992-12-05,Senior Engineer
222319,Matt,Chvatal,9999-01-01,1994-11-09,Senior Engineer
222354,Valdiodio,Schlumberger,9999-01-01,1993-08-07,Assistant Engineer
222354,Valdiodio,Schlumberger,9999-01-01,1993-08-07,Engineer
222616,Badri,Schapire,9999-01-01,1998-01-19,Assistant Engineer
222770,Kazuhiko,Kushner,9999-01-01,1995-08-01,Senior Engineer
222878,Annemarie,Zallocco,9999-01-01,1990-05-28,Engineer
222878,Annemarie,Zallocco,9999-01-01,1990-05-28,Senior Engineer
222926,Limsoon,Erol,9999-01-01,1997-12-31,Senior Engineer
222952,Gopalakrishnan,Suermann,9999-01-01,1991-04-30,Engineer
222952,Gopalakrishnan,Suermann,9999-01-01,1991-04-30,Senior Engineer
222998,Leaf,Awdeh,9999-01-01,1985-02-20,Senior Staff
222998,Leaf,Awdeh,9999-01-01,1985-02-20,Staff
223593,Hidefumi,Moehrke,9999-01-01,1998-03-04,Staff
223595,Chiranjit,Dredge,9999-01-01,1999-09-05,Technique Leader
224135,Annemarie,Bressoud,9999-01-01,1998-06-23,Engineer
224335,Perry,Chachaty,9999-01-01,1985-07-22,Engineer
224335,Perry,Chachaty,9999-01-01,1985-07-22,Senior Engineer
224390,True,Shobatake,9999-01-01,1996-05-17,Senior Staff
224934,George,Miake,9999-01-01,1988-01-02,Senior Staff
224934,George,Miake,9999-01-01,1988-01-02,Staff
225438,Remmert,Quaggetto,9999-01-01,1992-04-28,Senior Staff
225438,Remmert,Quaggetto,9999-01-01,1992-04-28,Staff
225601,Masasuke,Genin,9999-01-01,1994-06-25,Assistant Engineer
225601,Masasuke,Genin,9999-01-01,1994-06-25,Engineer
225788,Ipke,Kieras,9999-01-01,1995-12-18,Engineer
225867,Ramalingam,Remmele,9999-01-01,1999-09-03,Senior Engineer
225964,Mooi,Cooman,9999-01-01,1989-06-07,Engineer
225964,Mooi,Cooman,9999-01-01,1989-06-07,Senior Engineer
226216,Giordano,Gini,9999-01-01,1993-08-14,Technique Leader
226227,Herbert,Erva,9999-01-01,1986-09-06,Engineer
226227,Herbert,Erva,9999-01-01,1986-09-06,Senior Engineer
227354,Gio,Murtha,9999-01-01,1986-11-11,Engineer
227354,Gio,Murtha,9999-01-01,1986-11-11,Senior Engineer
227476,Macha,Schnabel,9999-01-01,1988-05-11,Engineer
227476,Macha,Schnabel,9999-01-01,1988-05-11,Senior Engineer
227681,Mikhail,Rousseau,9999-01-01,1998-11-30,Staff
227899,Garnik,Luce,9999-01-01,1998-09-15,Staff
227901,Francesca,Azuma,9999-01-01,1996-06-08,Senior Staff
227901,Francesca,Azuma,9999-01-01,1996-06-08,Staff
228098,IEEE,Kroll,9999-01-01,1997-05-10,Engineer
228248,Yuriy,Plump,9999-01-01,1988-09-08,Senior Staff
228248,Yuriy,Plump,9999-01-01,1988-09-08,Staff
228554,Bilhanan,Brendel,9999-01-01,1990-12-23,Senior Staff
228766,Nahla,Smailagic,9999-01-01,1991-11-22,Engineer
228766,Nahla,Smailagic,9999-01-01,1991-11-22,Senior Engineer
229098,Berry,Yurek,9999-01-01,1995-08-16,Senior Staff
229220,Fabrizio,Lichtman,9999-01-01,1987-02-09,Engineer
229220,Fabrizio,Lichtman,9999-01-01,1987-02-09,Senior Engineer
229248,Harjit,Terekhov,9999-01-01,1995-10-19,Staff
229386,Pohua,Tasistro,9999-01-01,1989-06-02,Technique Leader
229391,Paloma,Henseler,9999-01-01,1991-06-11,Engineer
229391,Paloma,Henseler,9999-01-01,1991-06-11,Senior Engineer
229404,Gilbert,Kilgour,9999-01-01,1996-04-05,Staff
229547,Moni,Schach,9999-01-01,1986-07-04,Senior Staff
229547,Moni,Schach,9999-01-01,1986-07-04,Staff
229727,Ewing,Millington,9999-01-01,1999-09-28,Engineer
229981,Jamaludin,Fordan,9999-01-01,1992-02-06,Engineer
229981,Jamaludin,Fordan,9999-01-01,1992-02-06,Senior Engineer
230002,Tadahiro,Backhouse,9999-01-01,1991-10-02,Engineer
230002,Tadahiro,Backhouse,9999-01-01,1991-10-02,Senior Engineer
230126,Bezalel,Radivojevic,9999-01-01,1988-07-02,Senior Staff
230126,Bezalel,Radivojevic,9999-01-01,1988-07-02,Staff
230287,Renny,Alameldin,9999-01-01,1997-09-28,Assistant Engineer
230354,Yinghua,Lorho,9999-01-01,1991-08-09,Senior Staff
230354,Yinghua,Lorho,9999-01-01,1991-08-09,Staff
230498,Kolar,Puppo,9999-01-01,1990-04-25,Engineer
230498,Kolar,Puppo,9999-01-01,1990-04-25,Senior Engineer
230579,Shahar,Negoita,9999-01-01,1994-03-19,Senior Staff
230579,Shahar,Negoita,9999-01-01,1994-03-19,Staff
230689,Dietrich,Crabtree,9999-01-01,1986-05-24,Senior Staff
230865,Takushi,Brattka,9999-01-01,1999-03-09,Staff
231069,Trygve,Siksek,9999-01-01,1995-11-09,Staff
231459,Nectarios,Pramanik,9999-01-01,1999-11-18,Assistant Engineer
231671,Chandrasekaran,Pearson,9999-01-01,1995-04-14,Staff
231798,Goetz,Alvarado,9999-01-01,1988-12-25,Engineer
231798,Goetz,Alvarado,9999-01-01,1988-12-25,Senior Engineer
232178,Etsuo,Anandan,9999-01-01,1989-12-13,Senior Staff
232178,Etsuo,Anandan,9999-01-01,1989-12-13,Staff
232209,Nitsan,Rouquie,9999-01-01,1988-08-01,Engineer
232209,Nitsan,Rouquie,9999-01-01,1988-08-01,Senior Engineer
232697,Barry,Ramsak,9999-01-01,1990-09-07,Engineer
232697,Barry,Ramsak,9999-01-01,1990-09-07,Senior Engineer
232723,Tesuya,Bugrara,9999-01-01,1993-02-13,Assistant Engineer
232723,Tesuya,Bugrara,9999-01-01,1993-02-13,Engineer
233114,Alselm,Gargeya,9999-01-01,1987-12-25,Senior Engineer
233394,Khalid,Lenart,9999-01-01,1995-12-24,Engineer
233397,Fay,Sundgren,9999-01-01,1990-07-07,Senior Staff
233397,Fay,Sundgren,9999-01-01,1990-07-07,Staff
233426,Etsuo,Usery,9999-01-01,1995-03-02,Engineer
233426,Etsuo,Usery,9999-01-01,1995-03-02,Senior Engineer
233690,Cedric,Riefers,9999-01-01,1994-09-08,Engineer
233759,Zissis,Lodder,9999-01-01,1999-09-25,Engineer
233765,Kotesh,Chachaty,9999-01-01,1991-03-25,Engineer
233765,Kotesh,Chachaty,9999-01-01,1991-03-25,Senior Engineer
233785,Baziley,Ballarin,9999-01-01,1987-07-28,Senior Staff
233785,Baziley,Ballarin,9999-01-01,1987-07-28,Staff
233818,Kellie,Heydon,9999-01-01,1985-11-11,Engineer
233818,Kellie,Heydon,9999-01-01,1985-11-11,Senior Engineer
234195,Luerbio,Terkki,9999-01-01,1991-05-14,Senior Staff
234195,Luerbio,Terkki,9999-01-01,1991-05-14,Staff
234739,Foong,Aamodt,9999-01-01,1986-06-28,Senior Engineer
235017,Irena,Dratva,9999-01-01,1991-09-07,Senior Staff
235017,Irena,Dratva,9999-01-01,1991-09-07,Staff
235096,Sverrir,Gyimothy,9999-01-01,1987-03-21,Senior Staff
235096,Sverrir,Gyimothy,9999-01-01,1987-03-21,Staff
235325,Gro,Prochazka,9999-01-01,1992-10-16,Engineer
235325,Gro,Prochazka,9999-01-01,1992-10-16,Senior Engineer
235368,Anneli,Joslin,9999-01-01,1987-04-12,Senior Engineer
235458,Gio,Heuser,9999-01-01,1992-06-28,Senior Staff
235458,Gio,Heuser,9999-01-01,1992-06-28,Staff
235729,Henk,Anger,9999-01-01,1993-01-19,Senior Staff
235729,Henk,Anger,9999-01-01,1993-01-19,Staff
235780,Sampalli,Bergere,9999-01-01,1994-04-08,Senior Engineer
235793,Jayesh,Spinelli,9999-01-01,1992-07-18,Senior Engineer
236315,IEEE,Raczkowsky,9999-01-01,1996-07-24,Technique Leader
236566,Yechezkel,Maginnis,9999-01-01,1992-12-11,Senior Staff
236566,Yechezkel,Maginnis,9999-01-01,1992-12-11,Staff
236591,Insup,Reinhard,9999-01-01,1985-04-08,Senior Staff
236591,Insup,Reinhard,9999-01-01,1985-04-08,Staff
236827,Almudena,Rijckaert,9999-01-01,1994-02-16,Engineer
236827,Almudena,Rijckaert,9999-01-01,1994-02-16,Senior Engineer
236883,Huan,Olivero,9999-01-01,1999-11-19,Staff
236964,Adel,Foote,9999-01-01,1998-08-19,Staff
238112,Miomir,Frezza,9999-01-01,1991-05-25,Technique Leader
238252,Uno,Suppi,9999-01-01,1996-12-27,Staff
238422,Vishv,Angelov,9999-01-01,1988-03-08,Senior Staff
238422,Vishv,Angelov,9999-01-01,1988-03-08,Staff
238949,Minghong,Cronin,9999-01-01,1987-10-04,Senior Staff
239067,Tadahiko,Pocchiola,9999-01-01,1996-04-02,Staff
239244,Abdulla,Kitai,9999-01-01,1987-02-20,Senior Staff
239244,Abdulla,Kitai,9999-01-01,1987-02-20,Staff
239415,Susumu,Brender,9999-01-01,1993-04-17,Engineer
239415,Susumu,Brender,9999-01-01,1993-04-17,Senior Engineer
239426,Vesna,Fairtlough,9999-01-01,1994-08-09,Engineer
239664,Sugwoo,Michaels,9999-01-01,1992-08-02,Engineer
239664,Sugwoo,Michaels,9999-01-01,1992-08-02,Senior Engineer
239706,Arunas,Bugrara,9999-01-01,1997-04-03,Assistant Engineer
239748,Bilhanan,Dusink,9999-01-01,1988-06-04,Senior Staff
239748,Bilhanan,Dusink,9999-01-01,1988-06-04,Staff
239803,Oscal,Ernst,9999-01-01,1992-05-19,Senior Staff
239803,Oscal,Ernst,9999-01-01,1992-05-19,Staff
240132,Mizuhito,Kobara,9999-01-01,1996-08-09,Senior Staff
240132,Mizuhito,Kobara,9999-01-01,1996-08-09,Staff
240236,True,Tischendorf,9999-01-01,1986-01-19,Engineer
240236,True,Tischendorf,9999-01-01,1986-01-19,Senior Engineer
240285,Kolar,Greenaway,9999-01-01,1998-11-14,Staff
240340,Mack,Staylopatis,9999-01-01,1985-04-02,Engineer
240340,Mack,Staylopatis,9999-01-01,1985-04-02,Senior Engineer
240438,Temple,Cyre,9999-01-01,1992-09-30,Senior Staff
240438,Temple,Cyre,9999-01-01,1992-09-30,Staff
240870,Francesca,Chorvat,9999-01-01,1985-03-03,Senior Staff
240870,Francesca,Chorvat,9999-01-01,1985-03-03,Staff
241100,Cedric,Molenaar,9999-01-01,1990-10-06,Engineer
241100,Cedric,Molenaar,9999-01-01,1990-10-06,Senior Engineer
241254,Jagoda,Anguita,9999-01-01,1993-05-11,Senior Engineer
241292,Uri,Lampe,9999-01-01,1987-10-17,Senior Staff
241292,Uri,Lampe,9999-01-01,1987-10-17,Staff
241567,Emran,Miara,9999-01-01,1989-05-02,Engineer
241567,Emran,Miara,9999-01-01,1989-05-02,Senior Engineer
241667,Atilio,Olivero,9999-01-01,1985-09-04,Engineer
241667,Atilio,Olivero,9999-01-01,1985-09-04,Senior Engineer
241728,Limsoon,Boudaillier,9999-01-01,1995-08-12,Senior Engineer
241872,Bluma,Fetvedt,9999-01-01,1992-02-03,Senior Staff
241872,Bluma,Fetvedt,9999-01-01,1992-02-03,Staff
242019,Herb,Murrill,9999-01-01,1999-09-27,Senior Engineer
242081,Tomokazu,Pargas,9999-01-01,1996-11-15,Assistant Engineer
242081,Tomokazu,Pargas,9999-01-01,1996-11-15,Engineer
242104,Richara,Sudkamp,9999-01-01,1989-09-05,Senior Staff
242104,Richara,Sudkamp,9999-01-01,1989-09-05,Staff
242500,Bingning,Iisaku,9999-01-01,1989-06-26,Senior Staff
242500,Bingning,Iisaku,9999-01-01,1989-06-26,Staff
242800,Kazuyasu,Levergood,9999-01-01,1996-02-10,Engineer
243018,Bowen,Deverell,9999-01-01,1998-12-27,Senior Staff
243077,Kazunori,Perz,9999-01-01,1999-02-25,Senior Engineer
243576,Abdulah,Lodder,9999-01-01,1996-11-10,Senior Staff
243576,Abdulah,Lodder,9999-01-01,1996-11-10,Staff
243637,Marjo,Delgrange,9999-01-01,1990-06-24,Senior Staff
243637,Marjo,Delgrange,9999-01-01,1990-06-24,Staff
243898,Arch,Basawa,9999-01-01,1998-05-10,Staff
244308,Mokhtar,Rebaine,9999-01-01,1991-07-23,Senior Staff
244308,Mokhtar,Rebaine,9999-01-01,1991-07-23,Staff
244605,Masoud,Suwa,9999-01-01,1989-11-25,Senior Staff
244605,Masoud,Suwa,9999-01-01,1989-11-25,Staff
244624,Boaz,Seuren,9999-01-01,1987-03-27,Senior Staff
244624,Boaz,Seuren,9999-01-01,1987-03-27,Staff
244711,Rosli,Butner,9999-01-01,1991-03-20,Assistant Engineer
244711,Rosli,Butner,9999-01-01,1991-03-20,Engineer
244714,Poorav,Clouatre,9999-01-01,1996-05-06,Senior Engineer
244820,Shigenori,Hertweck,9999-01-01,1987-04-13,Engineer
244820,Shigenori,Hertweck,9999-01-01,1987-04-13,Senior Engineer
244873,Arunachalam,Oppitz,9999-01-01,1986-05-20,Senior Staff
244873,Arunachalam,Oppitz,9999-01-01,1986-05-20,Staff
245164,Filipp,Winter,9999-01-01,1996-10-24,Engineer
245164,Filipp,Winter,9999-01-01,1996-10-24,Senior Engineer
245396,Gift,Bottner,9999-01-01,1995-03-04,Senior Staff
245396,Gift,Bottner,9999-01-01,1995-03-04,Staff
245664,Manohar,Kilgore,9999-01-01,1998-11-17,Staff
246146,Zhongwei,Melski,9999-01-01,1987-09-04,Engineer
246146,Zhongwei,Melski,9999-01-01,1987-09-04,Senior Engineer
246244,George,Casperson,9999-01-01,2000-01-20,Staff
246364,Alper,Tiemann,9999-01-01,1998-10-29,Engineer
246764,Shuzo,Czaja,9999-01-01,1997-11-29,Staff
246798,Tianruo,Strooper,9999-01-01,1993-10-28,Senior Staff
246798,Tianruo,Strooper,9999-01-01,1993-10-28,Staff
246902,Shih,Shanbhogue,9999-01-01,1998-04-19,Staff
247089,Seongbae,Schahn,9999-01-01,1992-12-10,Senior Staff
247089,Seongbae,Schahn,9999-01-01,1992-12-10,Staff
247122,Xiaobin,Narlikar,9999-01-01,1992-02-14,Senior Staff
247122,Xiaobin,Narlikar,9999-01-01,1992-02-14,Staff
247447,Tzu,Bakhtari,9999-01-01,1994-03-18,Engineer
247447,Tzu,Bakhtari,9999-01-01,1994-03-18,Senior Engineer
247456,Masako,Bahk,9999-01-01,1997-07-31,Engineer
247612,Chiranjit,Constantine,9999-01-01,1997-05-25,Engineer
247875,Xiong,Anick,9999-01-01,1991-04-23,Senior Staff
247888,Abdelghani,Lagarias,9999-01-01,1985-09-06,Engineer
247888,Abdelghani,Lagarias,9999-01-01,1985-09-06,Senior Engineer
248256,Sajjan,Falby,9999-01-01,1996-08-29,Staff
248351,Jaana,Milicia,9999-01-01,1985-06-02,Senior Staff
248758,Snehasis,Muhlberg,9999-01-01,1991-07-16,Senior Staff
248758,Snehasis,Muhlberg,9999-01-01,1991-07-16,Staff
248953,Percy,Sudbeck,9999-01-01,1996-08-29,Assistant Engineer
249239,Hideyuki,Decleir,9999-01-01,1994-05-04,Senior Engineer
249325,Ute,Pokrovskii,9999-01-01,1997-06-09,Staff
249433,Ayonca,Matzov,9999-01-01,1988-06-03,Engineer
249433,Ayonca,Matzov,9999-01-01,1988-06-03,Senior Engineer
249504,Dmitry,Velardi,9999-01-01,1994-03-01,Engineer
249504,Dmitry,Velardi,9999-01-01,1994-03-01,Senior Engineer
249780,Nechama,Gaughan,9999-01-01,1986-01-16,Assistant Engineer
249780,Nechama,Gaughan,9999-01-01,1986-01-16,Engineer
249780,Nechama,Gaughan,9999-01-01,1986-01-16,Senior Engineer
249799,Jolita,Neimat,9999-01-01,1993-12-27,Engineer
249799,Jolita,Neimat,9999-01-01,1993-12-27,Senior Engineer
249866,Steen,Gubsky,9999-01-01,1989-01-14,Senior Staff
249866,Steen,Gubsky,9999-01-01,1989-01-14,Staff
249969,Georgi,Luiz,9999-01-01,1991-06-10,Engineer
249969,Georgi,Luiz,9999-01-01,1991-06-10,Senior Engineer
250411,Ranga,Sommen,9999-01-01,1989-01-20,Senior Staff
250411,Ranga,Sommen,9999-01-01,1989-01-20,Staff
250452,Alexius,Plavsic,9999-01-01,2000-01-17,Senior Engineer
250748,Kish,Turnbull,9999-01-01,1987-02-10,Engineer
250748,Kish,Turnbull,9999-01-01,1987-02-10,Senior Engineer
251166,Hinrich,Hooghiemstra,9999-01-01,1985-10-05,Senior Staff
251166,Hinrich,Hooghiemstra,9999-01-01,1985-10-05,Staff
251233,Yucel,Bernini,9999-01-01,1993-02-19,Engineer
251233,Yucel,Bernini,9999-01-01,1993-02-19,Senior Engineer
251301,Pintsang,Impagliazzo,9999-01-01,1989-05-06,Senior Staff
251341,Divier,Kumaresan,9999-01-01,1992-12-05,Senior Staff
251341,Divier,Kumaresan,9999-01-01,1992-12-05,Staff
251403,Utpal,DuBourdieux,9999-01-01,1997-11-19,Technique Leader
251437,Shichao,Iwayama,9999-01-01,1989-10-17,Assistant Engineer
251437,Shichao,Iwayama,9999-01-01,1989-10-17,Engineer
251645,Bezalel,Tsunoo,9999-01-01,1992-06-17,Senior Staff
251645,Bezalel,Tsunoo,9999-01-01,1992-06-17,Staff
251680,Moty,Sommen,9999-01-01,1990-08-14,Senior Engineer
251814,Mitsuyuki,Zockler,9999-01-01,1998-09-14,Technique Leader
252185,Chaosheng,Conta,9999-01-01,1997-04-14,Assistant Engineer
252185,Chaosheng,Conta,9999-01-01,1997-04-14,Engineer
252316,Gill,Niizuma,9999-01-01,1994-10-08,Engineer
252316,Gill,Niizuma,9999-01-01,1994-10-08,Senior Engineer
252392,Sanjeeva,Peron,9999-01-01,1993-12-26,Engineer
252392,Sanjeeva,Peron,9999-01-01,1993-12-26,Senior Engineer
253029,Thodoros,Thimonier,9999-01-01,1995-04-05,Engineer
253707,Insup,Hainaut,9999-01-01,1998-02-11,Staff
253838,Stafford,Terlouw,9999-01-01,1999-02-21,Assistant Engineer
253893,Huiqun,Trystram,9999-01-01,1993-05-10,Senior Engineer
254044,Gunilla,Brendel,9999-01-01,1992-04-10,Engineer
254044,Gunilla,Brendel,9999-01-01,1992-04-10,Senior Engineer
254399,Armond,Lores,9999-01-01,1999-09-16,Technique Leader
254821,Tonny,Couchot,9999-01-01,1994-12-12,Staff
255466,Huan,Roccetti,9999-01-01,1985-07-03,Senior Engineer
255657,Oldrich,Cyre,9999-01-01,1985-02-10,Engineer
255657,Oldrich,Cyre,9999-01-01,1985-02-10,Senior Engineer
255779,Heejo,Merle,9999-01-01,1997-09-04,Technique Leader
256216,Halsur,Brodal,9999-01-01,1997-11-22,Engineer
256856,Hongzue,Barbanera,9999-01-01,1987-06-17,Senior Staff
256856,Hongzue,Barbanera,9999-01-01,1987-06-17,Staff
256881,Ioana,Jakobus,9999-01-01,1990-08-10,Engineer
256881,Ioana,Jakobus,9999-01-01,1990-08-10,Senior Engineer
256888,Heather,Pehl,9999-01-01,1993-09-15,Staff
257062,Stabislas,Pardalos,9999-01-01,1989-06-21,Engineer
257062,Stabislas,Pardalos,9999-01-01,1989-06-21,Senior Engineer
257378,Pascal,Bernatsky,9999-01-01,1988-09-03,Senior Staff
257378,Pascal,Bernatsky,9999-01-01,1988-09-03,Staff
257469,Anyuan,Hanratty,9999-01-01,1988-01-06,Senior Staff
